"country_code","year_week","room_type","avg_price","minimum_nights","number_of_reviews","reviews_per_month","availability_365","number_of_reviews_ltm","weekly_count","rate_14_day","cumulative_count"
"ITA","2021-W40","Private room",64.7952755905512,2.04724409448819,32.0866141732283,1.14291338582677,240.503937007874,6.58267716535433,18058,65.3588656272292,4711700
"ITA","2021-W40","Shared room",37.6666666666667,2,5.66666666666667,0.276666666666667,205,3.66666666666667,18058,65.3588656272292,4711700
"ITA","2021-W41","Entire home/apt",127.283203125,2.345703125,60.56640625,1.42369140625,241.060546875,10.16015625,17918,60.3204266130986,4729618
"ITA","2021-W41","Hotel room",66.2,1.16,41.76,0.8968,259.36,8,17918,60.3204266130986,4729618
"ITA","2021-W41","Private room",62.1483870967742,1.92258064516129,45.1483870967742,1.23670967741935,253.187096774194,6.44516129032258,17918,60.3204266130986,4729618
"ITA","2021-W41","Shared room",43,1,12,0.29,188,2,17918,60.3204266130986,4729618
"ITA","2021-W51","Entire home/apt",132.314285714286,2.55238095238095,33.1809523809524,1.4172380952381,193.590476190476,10.6761904761905,295475,785.785223869666,5732580
"ITA","2021-W51","Hotel room",150,1,45.5,0.97,93,10.5,295475,785.785223869666,5732580
"ITA","2021-W51","Private room",52.75,1.375,106.875,2.32875,191.625,27.625,295475,785.785223869666,5732580
"NLD","2020-W01","Entire home/apt",224.156626506024,3.33734939759036,22.6024096385542,0.412650602409639,52.3253012048193,0.746987951807229,0,NA,0
"NLD","2020-W01","Hotel room",95,1,1,0.04,116,0,0,NA,0
"NLD","2020-W01","Private room",117.04347826087,1.82608695652174,79,1.65695652173913,111.652173913043,2.60869565217391,0,NA,0
"NLD","2020-W17","Entire home/apt",320,1,52,0.84,0,0,5149,70.1533268399953,37566
"NLD","2020-W33","Entire home/apt",168.266666666667,2.2,36.6666666666667,0.682,40.4,0.866666666666667,4416,45.3020910137736,62907
"NLD","2020-W33","Private room",78.3333333333333,2,63,1.33666666666667,212.666666666667,5.66666666666667,4416,45.3020910137736,62907
"NLD","2020-W49","Entire home/apt",82.5,5.5,25,0.695,140.5,4,38293,416.944682447336,555823
"NLD","2020-W49","Private room",101,2,66,0.72,11,42,38293,416.944682447336,555823
"NLD","2021-W12","Entire home/apt",125,2,5,0.3,0,3,50961,547.830155647667,1251521
"NLD","2021-W12","Private room",263,1,59.5,2.28,66.5,18,50961,547.830155647667,1251521
"NLD","2021-W28","Entire home/apt",178.333333333333,3.6969696969697,19.8787878787879,0.538181818181818,41.1212121212121,2.87878787878788,70107,627.393173722834,1798062
"NLD","2021-W28","Private room",105.375,2.25,56.25,1.51,183,10.875,70107,627.393173722834,1798062
"NLD","2021-W44","Entire home/apt",199.848101265823,2.78481012658228,29.6582278481013,1.68506329113924,128.139240506329,6.91139240506329,68916,680.019658097318,2200746
"NLD","2021-W44","Hotel room",149.5,1.5,206,2.985,292,48.5,68916,680.019658097318,2200746
"NLD","2021-W44","Private room",99.4320987654321,1.85185185185185,78.4814814814815,3.00333333333333,206,16.1234567901235,68916,680.019658097318,2200746
"SWE","2020-W06","Entire home/apt",1957.25,6,40.375,0.735,67.125,0,1,0.00968280205573634,1
"SWE","2020-W06","Private room",496.5,1.5,39.3333333333333,0.56,71.1666666666667,0,1,0.00968280205573634,1
"SWE","2020-W22","Entire home/apt",770,30,12,0.28,113,0,4258,76.5231846464843,38444
"SWE","2020-W38","Entire home/apt",1464.5,46,109,1.17,44,0,2080,35.5552491486638,88982
"SWE","2020-W38","Private room",624.5,1.5,23,0.455,2,0,2080,35.5552491486638,88982
"SWE","2021-W01","Entire home/apt",847.5,3.75,5.25,0.3025,67.75,1.25,39449,782.079922041824,501811
"SWE","2021-W17","Entire home/apt",732,14.6666666666667,22,0.393333333333333,7.33333333333333,1.33333333333333,35306,690.732367448008,984901
"SWE","2021-W17","Private room",305.333333333333,18.3333333333333,4.33333333333333,0.196666666666667,162,1.66666666666667,35306,690.732367448008,984901
"SWE","2021-W33","Entire home/apt",1643.93023255814,5.58139534883721,15.1162790697674,0.436976744186046,82.0930232558139,2.44186046511628,6464,118.93385765061,1117234
"SWE","2021-W33","Private room",540.833333333333,4.83333333333333,36.8333333333333,0.808333333333333,95.1666666666667,5.83333333333333,6464,118.93385765061,1117234
"SWE","2021-W33","Shared room",550,1,28,0.71,199,4,6464,118.93385765061,1117234
"SWE","2021-W49","Entire home/apt",1312.90526315789,2.66315789473684,54.9368421052632,2.13126315789474,200.652631578947,18.5368421052632,18650,314.2166095107,1235571
"SWE","2021-W49","Hotel room",741.333333333333,1,194.333333333333,6.72333333333333,337,92.6666666666667,18650,314.2166095107,1235571
"SWE","2021-W49","Private room",570.027777777778,2.11111111111111,99.9722222222222,1.95888888888889,182.361111111111,11.8333333333333,18650,314.2166095107,1235571
